antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"['Country_Canada', 'Experience_Category_Senior', 'Education_Category_PhD']",['Salary_Category_High'],0.03713063763608087,0.3318429237947123,0.031687402799377914,0.8534031413612565,2.5717081190171664,1.0,0.019365863443858853,4.557785769828926,0.6347209784241811,0.09394812680115273,0.7805952165150721,0.474446151817125
"['Job_Group_Tech', 'Education_Category_PhD']",['Salary_Category_High'],0.15629860031104198,0.3318429237947123,0.1333592534992224,0.8532338308457712,2.5711979061925287,1.0,0.0814926689869851,4.552527875161454,0.7242802058282167,0.37589041095890413,0.7803418172448784,0.6275542323531726
"['Job_Group_Tech', 'Education_Category_PhD', 'Country_Australia']",['Salary_Category_High'],0.03285381026438569,0.3318429237947123,0.027799377916018664,0.8461538461538463,2.549862556892434,1.0,0.01689707346008819,4.343020995334373,0.62846962083143,0.08251586843623775,0.769745529419664,0.4649632733991258
['Job_Group_HR'],['Salary_Category_Low'],0.03304821150855365,0.33748055987558323,0.027799377916018664,0.8411764705882354,2.4925182976416376,1.0,0.016646248993225282,4.171418697079664,0.6192649328958134,0.08111174134997164,0.7602734051367027,0.46177487123881816
"['Job_Group_Tech', 'Education_Category_PhD', 'Country_UK']",['Salary_Category_High'],0.03363141524105754,0.3318429237947123,0.028188180404354588,0.8381502890173411,2.525744046107324,1.0,0.017027833239408006,4.128256220839815,0.6251000631247443,0.08357348703170028,0.7577669731466985,0.46154731791230263
"['Country_USA', 'Education_Category_PhD', 'Job_Group_Tech']",['Salary_Category_High'],0.02974339035769829,0.3318429237947123,0.024883359253499222,0.8366013071895425,2.5210762297498572,1.0,0.015013225633633168,4.089121306376362,0.6218396238228812,0.07390300230946882,0.7554486832071592,0.4557933308062534
"['Experience_Category_Senior', 'Education_Category_PhD', 'Country_Australia']",['Salary_Category_High'],0.03985225505443235,0.3318429237947123,0.03265940902021773,0.8195121951219512,2.4695786360324057,1.0,0.019434720183142296,3.701951368164431,0.6197719318543371,0.0963302752293578,0.729872194270386,0.45896523640104586
"['Education_Category_Bachelor', 'Job_Group_Tech', 'Experience_Category_Entry']",['Salary_Category_Low'],0.0812597200622084,0.33748055987558323,0.06648522550544324,0.8181818181818182,2.42438206954336,1.0,0.039061649683515984,3.6438569206842932,0.6394884092725819,0.18874172185430463,0.7255655142979087,0.5075932132383746
['Job_Group_Marketing_Sales'],['Salary_Category_Low'],0.0806765163297045,0.33748055987558323,0.06590202177293934,0.8168674698795181,2.4204874798734104,1.0,0.03867526587317903,3.6177048375214866,0.6383608076944428,0.18708609271523177,0.7235816505458453,0.5060719837876853
"['Country_Canada', 'Education_Category_PhD']",['Salary_Category_High'],0.039074650077760495,0.3318429237947123,0.03188180404354588,0.8159203980099504,2.4587548490704068,1.0,0.018915157915486557,3.6297181707368367,0.6174153644227116,0.09403669724770643,0.7244965165444238,0.4559976916821867
"['Experience_Category_Senior', 'Education_Category_PhD']",['Salary_Category_High'],0.19731726283048212,0.3318429237947123,0.16096423017107309,0.8157635467980295,2.4582821820322573,1.0,0.09548589275823618,3.6266279804725507,0.7390365425182782,0.437170010559662,0.7242617645414791,0.6504125291107898
"['Experience_Category_Senior', 'Education_Category_PhD', 'Country_UK']",['Salary_Category_High'],0.041796267496111976,0.3318429237947123,0.03382581648522551,0.8093023255813954,2.438811460334328,1.0,0.019956020875609812,3.503750521564314,0.6156980852239736,0.09954233409610982,0.7145915515829786,0.4556177708750562
"['Experience_Category_Entry', 'Job_Group_Tech']",['Salary_Category_Low'],0.1005054432348367,0.33748055987558323,0.0812597200622084,0.8085106382978723,2.3957250710854003,1.0,0.04734108680877206,3.4598237428719534,0.6476857802600298,0.22779291553133516,0.7109679352712016,0.5246470242180605
"['Experience_Category_Senior', 'Education_Category_PhD', 'Country_China']",['Salary_Category_High'],0.04121306376360809,0.3318429237947123,0.03324261275272162,0.8066037735849056,2.430679444241801,1.0,0.019566349174868,3.4548609794029512,0.613892801752963,0.09782608695652174,0.7105527527846245,0.45338976025466726
"['Job_Group_Management', 'Experience_Category_Mid']",['Salary_Category_Low'],0.03654743390357698,0.33748055987558323,0.029354587869362365,0.8031914893617021,2.379963721933523,1.0,0.017020539413567334,3.3663149930646044,0.6018205239217699,0.08516638465877044,0.7029392668065129,0.4450865280909893
"['Country_USA', 'Education_Category_PhD', 'Experience_Category_Senior']",['Salary_Category_High'],0.03732503888024884,0.3318429237947123,0.029548989113530325,0.7916666666666665,2.3856668619410266,1.0,0.017162939080757236,3.2071539657853787,0.6033500552674091,0.08700629650829993,0.6881970710891279,0.4403558875219683
"['Education_Category_PhD', 'Country_Australia']",['Salary_Category_High'],0.041990668740279936,0.3318429237947123,0.03265940902021773,0.7777777777777778,2.3438130573455704,1.0,0.018725102733348008,3.006706842923795,0.598475185528757,0.09572649572649572,0.6674102091617367,0.43809802772895917
['Education_Category_PhD'],['Salary_Category_High'],0.20917573872472783,0.3318429237947123,0.1619362363919129,0.7741635687732342,2.3329217327296523,1.0,0.09252274766658039,2.958588534966624,0.7224777816731413,0.42717948717948706,0.6620009885858354,0.6310770978019656
"['Education_Category_PhD', 'Country_China']",['Salary_Category_High'],0.04354587869362364,0.3318429237947123,0.03363141524105754,0.7723214285714285,2.3273704912544977,1.0,0.019181023536155604,2.934650687646753,0.596296818459514,0.09840728100113764,0.6592439419759756,0.43683441082935803
"['Education_Category_PhD', 'Country_UK']",['Salary_Category_High'],0.04471228615863142,0.3318429237947123,0.03382581648522551,0.7565217391304347,2.2797585390081756,1.0,0.018988360716799414,2.744216562986003,0.5876313979762257,0.09869540555870673,0.6355972726467722,0.4292274776495759
"['Country_USA', 'Education_Category_PhD']",['Salary_Category_High'],0.03985225505443235,0.3318429237947123,0.029937791601866253,0.751219512195122,2.263780416363039,1.0,0.01671310276479082,2.685729423962431,0.5814324367675249,0.0875995449374289,0.6276616731835051,0.4207181333676254
"['Education_Category_Bachelor', 'Job_Group_Marketing_Sales']",['Salary_Category_Low'],0.03052099533437014,0.33748055987558323,0.02255054432348367,0.7388535031847133,2.1893216707270535,1.0,0.012250301730080371,2.5369646853544734,0.5603396416890812,0.06527855936972425,0.6058281749947668,0.4028368898412046
"['Education_Category_Bachelor', 'Country_Canada', 'Experience_Category_Mid']",['Salary_Category_Low'],0.03402021772939347,0.33748055987558323,0.02410575427682737,0.7085714285714285,2.0995918367346937,1.0,0.01262459215042242,2.273351020034763,0.5421614006842422,0.0693900391717963,0.5601207243460764,0.38999999999999996
"['Job_Group_Tech', 'Experience_Category_Senior', 'Country_UK']",['Salary_Category_High'],0.07095645412130637,0.3318429237947123,0.04860031104199067,0.6849315068493151,2.064023240323888,1.0,0.025053913844270997,2.1206724592602617,0.554881774429797,0.137211855104281,0.5284514609347911,0.41569363860333364
"['Country_Canada', 'Experience_Category_Mid']",['Salary_Category_Low'],0.04451788491446345,0.33748055987558323,0.030132192846034214,0.6768558951965066,2.005614472863381,1.0,0.015108272120624308,2.0502290782228574,0.5247609359104781,0.08563535911602209,0.5122496258482482,0.38307080474111044
"['Education_Category_Bachelor', 'Experience_Category_Mid', 'Country_UK']",['Salary_Category_Low'],0.034992223950233284,0.33748055987558323,0.023522550544323485,0.6722222222222223,1.991884280593958,1.0,0.011713355214306964,2.0212457495321194,0.516019472432922,0.06740947075208914,0.5052556077203965,0.3709613415258577
"['Experience_Category_Mid', 'Country_UK']",['Salary_Category_Low'],0.049183514774494556,0.33748055987558323,0.03304821150855365,0.6719367588932805,1.9910384146008264,1.0,0.01644973140580821,2.019486968090089,0.5234969391559526,0.09345794392523363,0.5048247323201394,0.38493151308719326
"['Education_Category_Bachelor', 'Experience_Category_Mid']",['Salary_Category_Low'],0.16329704510108864,0.33748055987558323,0.1088646967340591,0.6666666666666667,1.9754224270353302,1.0,0.05375511852731534,1.9875583203732508,0.5901486988847584,0.27777777777777773,0.49687010954616595,0.4946236559139785
"['Education_Category_Bachelor', 'Country_China', 'Experience_Category_Mid']",['Salary_Category_Low'],0.03207620528771384,0.33748055987558323,0.021384136858475893,0.6666666666666666,1.97542242703533,1.0,0.010559041139294081,1.98755832037325,0.5101425989154447,0.0614182021217197,0.4968701095461658,0.3650153609831029
"['Country_Canada', 'Job_Group_Tech', 'Experience_Category_Senior']",['Salary_Category_High'],0.06881804043545879,0.3318429237947123,0.04568429237947123,0.6638418079096045,2.0004699823591126,1.0,0.022847512631545844,1.9876269325770741,0.5370781326344777,0.12869660460021903,0.4968874774183896,0.4007551160227577
"['Job_Group_Tech', 'Experience_Category_Senior', 'Country_Australia']",['Salary_Category_High'],0.0734836702954899,0.3318429237947123,0.04801710730948678,0.6534391534391534,1.96912185430053,1.0,0.023632071307464763,1.9279646931725094,0.5311934570277658,0.13438520130576712,0.4813183023831844,0.3990687272761086
"['Job_Group_Tech', 'Experience_Category_Senior']",['Salary_Category_High'],0.3573094867807154,0.3318429237947123,0.23192068429237947,0.6490750816104461,1.955970837612264,1.0,0.11335005949947877,1.9039886915741377,0.7604670113877636,0.5072278911564626,0.47478679656797634,0.673981008877865
"['Country_China', 'Experience_Category_Mid']",['Salary_Category_Low'],0.042573872472783825,0.33748055987558323,0.0276049766718507,0.6484018264840182,1.9213012646508003,1.0,0.013237122353663934,1.8843085374967177,0.500842210624151,0.07832322118036403,0.46930134842540777,0.36509953075352986
['Experience_Category_Mid'],['Salary_Category_Low'],0.2208398133748056,0.33748055987558323,0.14288491446345256,0.6470070422535211,1.9171683325761015,1.0,0.06835577060290385,1.8768630523225374,0.6139910654880715,0.34394010294805794,0.46719607551411757,0.5351970695138573
"['Experience_Category_Mid', 'Country_Australia']",['Salary_Category_Low'],0.03946345256609642,0.33748055987558323,0.024883359253499222,0.6305418719211823,1.8683798324669132,1.0,0.01156521118686948,1.7932192846034214,0.4838721918639951,0.07067918277194919,0.44234371747727746,0.35213729540759575
"['Education_Category_Bachelor', 'Country_USA', 'Experience_Category_Mid']",['Salary_Category_Low'],0.03304821150855365,0.33748055987558323,0.020800933125972008,0.6294117647058824,1.8650311737598266,1.0,0.009647804203178628,1.7877508701769982,0.4796681059265189,0.0594774874930517,0.44063794531897277,0.34552385470317165
"['Job_Group_Tech', 'Country_China', 'Experience_Category_Senior']",['Salary_Category_High'],0.0713452566096423,0.3318429237947123,0.04471228615863142,0.6267029972752044,1.8885531446887236,1.0,0.021036867606403692,1.7898806347981069,0.5066405147855212,0.12472885032537961,0.4413035257444432,0.38072115300198417
"['Job_Group_Tech', 'Experience_Category_Senior', 'Country_USA']",['Salary_Category_High'],0.07270606531881804,0.3318429237947123,0.04490668740279938,0.6176470588235294,1.8612633102450118,1.0,0.020779694109793467,1.7474877377676759,0.4990116801437556,0.12486486486486485,0.42774991870475276,0.3764860953168614
"['Education_Category_Bachelor', 'Job_Group_Tech', 'Experience_Category_Mid']",['Salary_Category_Low'],0.1104199066874028,0.33748055987558323,0.06706842923794712,0.607394366197183,1.799790679561238,1.0,0.029803857307672765,1.6874934618415633,0.49953886693017113,0.17611026033690658,0.4074051114196917,0.4030635425455961
"['Country_USA', 'Experience_Category_Mid']",['Salary_Category_Low'],0.04510108864696734,0.33748055987558323,0.027216174183514776,0.6034482758620691,1.7880978865406008,1.0,0.011995433535937928,1.6707011968354861,0.4615635179153095,0.07658643326039388,0.4014489234256113,0.34204671857619584
"['Experience_Category_Senior', 'Country_China', 'Education_Category_Master']",['Salary_Category_Medium'],0.04393468118195956,0.3306765163297045,0.026049766718507,0.5929203539823009,1.7930524990505325,1.0,0.011521599399200387,1.6442076881465955,0.4626167657038112,0.07473508087005021,0.391804327878291,0.33584877193530094
"['Experience_Category_Senior', 'Education_Category_PhD', 'Job_Group_Management']",['Salary_Category_High'],0.046073094867807154,0.3318429237947123,0.02702177293934681,0.5864978902953586,1.767396102917003,1.0,0.011732742430142532,1.6158492557209507,0.4551668223196051,0.07700831024930747,0.38113038919968706,0.33396364930702316
"['Education_Category_Bachelor', 'Experience_Category_Senior', 'Job_Group_Management']",['Salary_Category_Medium'],0.07406687402799378,0.3306765163297045,0.04296267496111975,0.5800524934383202,1.7541387573466896,1.0,0.0184704990821117,1.5938265454898912,0.46430963412351806,0.11875335840945729,0.37257915371673517,0.3549880339031695
"['Country_Canada', 'Experience_Category_Senior']",['Salary_Category_High'],0.11353032659409021,0.3318429237947123,0.06376360808709176,0.5616438356164384,1.692499057065588,1.0,0.026089372570740288,1.5242333300933129,0.4615586221651691,0.16709118695873665,0.3439324673875353,0.3768969031626421
"['Country_China', 'Education_Category_Master']",['Salary_Category_Medium'],0.05443234836702955,0.3306765163297045,0.030326594090202177,0.5571428571428572,1.6848576467624088,1.0,0.012327094756547963,1.511375608287764,0.4298772773279352,0.08547945205479451,0.33835110576324634,0.3244268077601411
"['Country_USA', 'Experience_Category_Senior', 'Education_Category_Master']",['Salary_Category_Medium'],0.046267496111975115,0.3306765163297045,0.025660964230171075,0.5546218487394958,1.6772338565055653,1.0,0.010361389796564995,1.5028206520144372,0.4233684171515399,0.07304925290536801,0.33458460351901437,0.31611162983712005
"['Country_USA', 'Job_Group_Management', 'Experience_Category_Senior']",['Salary_Category_Medium'],0.042768273716951785,0.3306765163297045,0.023522550544323485,0.55,1.6632569077013521,1.0,0.009380086782166605,1.4873855192673235,0.4165866627280113,0.06722222222222222,0.3276793494045891,0.31056731334509113
"['Experience_Category_Senior', 'Country_UK']",['Salary_Category_High'],0.11916796267496112,0.3318429237947123,0.06551321928460342,0.5497553017944535,1.6566732703167362,1.0,0.025968174127885178,1.4839865496878313,0.4500071056821225,0.16994452849218356,0.3261394449900113,0.3735888401180821
"['Education_Category_Bachelor', 'Experience_Category_Senior']",['Salary_Category_Medium'],0.16290824261275272,0.3306765163297045,0.08923017107309487,0.5477326968973748,1.6564003485244538,1.0,0.035360240924515486,1.479928969170733,0.4734023660555723,0.22067307692307694,0.3242918945222469,0.40878698336932234
"['Education_Category_PhD', 'Job_Group_Management']",['Salary_Category_High'],0.049572317262830484,0.3318429237947123,0.02702177293934681,0.5450980392156862,1.6426387309463912,1.0,0.010571550239570054,1.4687935726926582,0.41162880699735566,0.07624794295117937,0.3191691340487314,0.313263723767187
"['Education_Category_Bachelor', 'Country_USA', 'Experience_Category_Senior']",['Salary_Category_Medium'],0.03713063763608087,0.3306765163297045,0.02021772939346812,0.5445026178010471,1.6466322551255652,1.0,0.007939499490868283,1.469434314724442,0.4078433428070012,0.058165548098434,0.31946600812331877,0.30282156169299856
"['Experience_Category_Senior', 'Country_Australia']",['Salary_Category_High'],0.11780715396578538,0.3318429237947123,0.06376360808709176,0.5412541254125414,1.6310551969080918,1.0,0.024670137671151705,1.456486288418721,0.43856619978716316,0.16523929471032744,0.3134161248536842,0.3667020480606936
"['Job_Group_Tech', 'Experience_Category_Mid']",['Salary_Category_Low'],0.14152410575427682,0.33748055987558323,0.07659409020217729,0.5412087912087913,1.6036739757937915,1.0,0.028832455756332698,1.444054348534657,0.4384885602883837,0.1903381642512077,0.30750528813909106,0.3840836582772067
"['Experience_Category_Senior', 'Education_Category_Master']",['Salary_Category_Medium'],0.229199066874028,0.3306765163297045,0.12383359253499222,0.5402883799830365,1.6338879639228334,1.0,0.04804284355506967,1.4559638141093696,0.5033244183307236,0.2839946500222915,0.31316974343094384,0.4573869883454277
"['Experience_Category_Senior', 'Job_Group_Management', 'Education_Category_Master']",['Salary_Category_Medium'],0.0890357698289269,0.3306765163297045,0.04801710730948678,0.5393013100436681,1.63090296229549,1.0,0.01857506911372382,1.452844338962063,0.42465194800257816,0.12918410041841003,0.31169501564467866,0.3422550054039622
"['Experience_Category_Senior', 'Job_Group_Management', 'Country_UK']",['Salary_Category_Medium'],0.042573872472783825,0.3306765163297045,0.022939346811819597,0.5388127853881279,1.6294256131901999,1.0,0.008861166975854338,1.4513053754831162,0.40346382173277123,0.06548279689234185,0.31096513739080167,0.30409187182398756
['Experience_Category_Senior'],['Salary_Category_High'],0.5909797822706065,0.3318429237947123,0.3157076205287714,0.5342105263157895,1.60982949465051,1.0,0.11959516167653081,1.434461519536776,0.9261552005094681,0.5200128081972462,0.3028742936771664,0.7427936052785742
"['Experience_Category_Senior', 'Education_Category_Master', 'Country_UK']",['Salary_Category_Medium'],0.04743390357698289,0.3306765163297045,0.025272161741835147,0.5327868852459017,1.6112026676689701,1.0,0.009586883751079335,1.43258710539958,0.3982354788069074,0.07162534435261708,0.3019621660484805,0.3046062586135446
"['Education_Category_Bachelor', 'Country_Canada']",['Salary_Category_Low'],0.0812597200622084,0.33748055987558323,0.04315707620528771,0.5311004784688995,1.5737216942649879,1.0,0.01573350038336046,1.4129241121020726,0.39680814966468786,0.11490683229813663,0.29224790529460654,0.32949033140034834
"['Experience_Category_Senior', 'Education_Category_Master', 'Country_Australia']",['Salary_Category_Medium'],0.04393468118195956,0.3306765163297045,0.02332814930015552,0.5309734513274337,1.6057186558661487,1.0,0.00879998198084891,1.4270481821649699,0.3945607970719805,0.06640841173215274,0.29925281255542224,0.3007600942704188
"['Education_Category_Bachelor', 'Country_Australia']",['Salary_Category_Low'],0.08709175738724728,0.33748055987558323,0.045878693623639194,0.5267857142857143,1.5609364713627385,1.0,0.01648691858004252,1.4000410810176356,0.39364190223197526,0.12114989733059547,0.2857352448021462,0.3313652073732719
"['Job_Group_Management', 'Education_Category_Master']",['Salary_Category_Medium'],0.09681181959564542,0.3306765163297045,0.05073872472783826,0.5240963855421686,1.5849216973714964,1.0,0.018725329484410413,1.4064265606236588,0.4086125254204582,0.1346749226006192,0.2889781606822293,0.338767769490661
"['Education_Category_Master', 'Experience_Category_Mid']",['Salary_Category_Low'],0.041796267496111976,0.33748055987558323,0.02177293934681182,0.5209302325581395,1.5435858964741185,1.0,0.00766751159151431,1.3829289284150448,0.36751876648407383,0.0609026644915715,0.27689704116169883,0.29272318079519877
"['Education_Category_Bachelor', 'Job_Group_Tech', 'Experience_Category_Senior']",['Salary_Category_Medium'],0.08028771384136858,0.3306765163297045,0.041796267496111976,0.5205811138014528,1.5742911519075091,1.0,0.015247005978972016,1.396114135130465,0.3966386967699439,0.11321748288572935,0.2837261833850343,0.3234886756544007
"['Education_Category_Bachelor', 'Country_UK']",['Salary_Category_Low'],0.08631415241057543,0.33748055987558323,0.04490668740279938,0.5202702702702703,1.5416303400174367,1.0,0.01577733892209196,1.3810264385692068,0.3845261121856866,0.1185223191380195,0.2759009009009009,0.32666739319965127
"['Experience_Category_Senior', 'Job_Group_Management']",['Salary_Category_Medium'],0.20917573872472783,0.3306765163297045,0.10867029548989114,0.5195167286245354,1.5710723410021221,1.0,0.03950079090770567,1.3930214089540387,0.459636976409975,0.2520288548241659,0.2821359430858582,0.42407347307182086
"['Experience_Category_Senior', 'Job_Group_Management', 'Country_Australia']",['Salary_Category_Medium'],0.04121306376360809,0.3306765163297045,0.021384136858475893,0.5188679245283019,1.5691102902842944,1.0,0.0077559445058519895,1.3911429268441435,0.37828651478286507,0.06100942872989461,0.28116659999232785,0.29176788348696103
"['Experience_Category_Senior', 'Country_China', 'Job_Group_Management']",['Salary_Category_Medium'],0.042768273716951785,0.3306765163297045,0.022161741835147745,0.5181818181818182,1.5670354337021004,1.0,0.008019278072990865,1.389161947240236,0.378019581854718,0.0630879911455451,0.2801415256251155,0.29260060926727594
"['Education_Category_Bachelor', 'Job_Group_Tech', 'Country_Australia']",['Salary_Category_Low'],0.05559875583203733,0.33748055987558323,0.028771384136858476,0.5174825174825175,1.5333698559505011,1.0,0.01000788489027667,1.373047535330313,0.36831974007766505,0.07897545357524012,0.2716930956367576,0.30136798685185784
"['Experience_Category_Senior', 'Country_China']",['Salary_Category_High'],0.11975116640746501,0.3318429237947123,0.06181959564541213,0.5162337662337663,1.555656996781777,1.0,0.022081018456931806,1.3811569092028768,0.40577705180345347,0.15860349127182044,0.27596930273683257,0.35126275306415905
"['Education_Category_Bachelor', 'Job_Group_Tech', 'Country_Canada']",['Salary_Category_Low'],0.048989113530326596,0.33748055987558323,0.025272161741835147,0.5158730158730158,1.5286006875868625,1.0,0.008739288279812019,1.36848277796191,0.36362035348135097,0.06996770721205597,0.26926373053133607,0.29537890424987195
['Education_Category_Bachelor'],['Salary_Category_Low'],0.43759720062208396,0.33748055987558323,0.22569984447900465,0.5157707685473123,1.5282977150964137,1.0,0.07801929621307585,1.3681938162569378,0.614643502255139,0.410828025477707,0.2691093994739948,0.5922747851953151
"['Country_USA', 'Education_Category_Master']",['Salary_Category_Medium'],0.05948678071539658,0.3306765163297045,0.030326594090202177,0.5098039215686274,1.5416998074950143,1.0,0.010655712675565789,1.3654199066874027,0.3735888956021242,0.08427876823338736,0.2676245636215566,0.3007573399730262
"['Education_Category_Bachelor', 'Country_USA']",['Salary_Category_Low'],0.0958398133748056,0.33748055987558323,0.04860031104199067,0.5070993914807302,1.5026032660005046,1.0,0.016256237165889864,1.3441238023923354,0.3699436680283809,0.1263264274886306,0.25602091249321485,0.325554304035296
['Education_Category_Master'],['Salary_Category_Medium'],0.2879082426127527,0.3306765163297045,0.14599533437013998,0.5070898041863606,1.533492035705255,1.0,0.05079083968034752,1.3579014785146681,0.48855161904429545,0.3089263677498972,0.2635695477010279,0.4742974006234566
"['Education_Category_Master', 'Country_Australia']",['Salary_Category_Medium'],0.05462674961119751,0.3306765163297045,0.0276049766718507,0.505338078291815,1.5281946353516145,1.0,0.009541193412004868,1.3530927979234033,0.36560489815305575,0.07717391304347826,0.260952388827504,0.29440919199717147
